,title,writer,illustrator,genre,story,platform,thumb,url
1629,뱀파이어 셰프,김스타,서윤,로맨스,"“다시 한 번 널 먹고 싶어.”
인간이 낼 수 없는 맛이라는 평가를 듣는 이태원에 위치한 정체불명의 인기 레스토랑. 그곳의 오너 셰프 홍기준은 정말로 인간이 아니었다! 그의 정체는 인간 아빠와 뱀파이어 엄마 사이에서 태어난 하프 뱀파이어. 그는 뱀파이어 특유의 미각으로 인간은 범접할 수 없는 세상의 모든 맛을 만들어낸다. 하지만 그런 그에게도 단 한 가지! 감히 흉내조차 내지 못하는 천상의 맛이 있었으니… 바로, 어릴 적 유치원 친구의 입술에서 느꼈던 황홀한 피 맛! 셰프가 되어 세상의 모든 맛을 탐구하는 기준 앞에 25년 동안 애타게 갈구하던 유치원의 그녀 강미로가 다시 나타났다. 고대하던 그녀의 피를 다시 맛보게 되었지만 이게 웬일?! 서른 살 직장인. 늘 피로에 찌들어사는 그녀에게서는 술, 담배, 패스트푸드, MSG로 범벅된 썩은 피 맛이 났다!  
“좋아. 이제부터 내가 널 제대로 먹여 주지.”
그녀의 피를 다시 맛있게 만들기 위해 부지런히 먹이고, 관리하고, 챙겨주는 
뱀파이어 셰프의 꿍꿍이 가득한 혈액 정화 프로젝트! 
찌들대로 찌든 직장 여성을 자극하는 두근두근 힐링 요리 만화~!

피로에 찌든 직장 여성과 그녀의 피를 맛있게 하기 위해 
부지런히 요리해 먹이는 뱀파이어 요리사의 달콤 살벌 로맨스.

육즙이 흐르는 짜릿한 로맨스가 시작된다!

ⓒ서윤(원작:김스타)/학산문화사
[매주 일요일 연재]",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=bqpW0s/hyATojuUT0/DI6fKpoK8Ko7GVzJ4wa10K&filename=th2,https://page.kakao.com/home?seriesId=52158193
1630,케세라세라,고나리자,수정,드라마만화,"빚 없는 게 유일한 자랑인 건어물녀 하니가 베프의 남동생 선준과 사고치다!
삼포세대 청춘 성장 로맨스.",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=QJDjq/hyEdf4jfeg/QfTsKp2LQXaig3FvobYaw1&filename=th2,https://page.kakao.com/home?seriesId=54859967
1631,동거인의 조건 시리즈[BL],이솔우,이솔우,"BL, GL","오해와 갈등을 극복한 커플의 달콤새콤한 러브 스토리! 

어릴적부터 운명처럼 엮여온 해준과 윤서. 오해로 인해 한때 이별의 위기가 찾아왔지만,  
지금은 서로에게 충실하며 꿈같은 행복한 시간을 보내고 있다. 어느날, 해준을 남몰래 흠모해온 백채은은  
해준의 카페에 알바로 취직하면서 적극적인 대시를 시작한다. 해준은 채은의 대시를 차갑게 거절하면서  
관계를 끊으려고 하지만, 백채은이 쉽게 포기하지 않으면서 윤서와의 일상에 파문을 일으키는데...",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=c970h3/hzb7xX3zGx/gUdDCh8ewKn7UaSKfIWWqk&filename=th2,https://page.kakao.com/home?seriesId=47333327
1632,러브 인 더 헬,아리,양은지,"BL, GL","실용음악과 학생 ‘송시후’. 
한 때 같은과 선배 ‘배우준’과 사귀었지만 우준은 시후를 배신하고 시후의 자작곡으로 데뷔하여 인기 연예인이 된다. 

실연의 충격으로 매일 술을 마시며 기타 치며 질질 짜는 흑역사를 매일 n번씩 적립하던 시후 앞에 어느날 갑자기 하데스의 아들이자 지옥의 왕자인 ‘하지욱(하데리우스)’가 나타난다! 

그리고 지욱은 시후를 자신의 신부로 지목하고 지옥으로 데려가겠다고 한다! 
노래 부르는 시후에게 반했다나? 거기에 지욱은 아예 시후와 같은 과 신입생으로 들어와 시후를 따라다니는데?

전남친이 가면 벤츠가 와야지 어째서 지옥행 고속 하이패스가 와버린 거야?!
정말 시후는 지옥 왕자의 신부가 되어버리는 걸까?


지옥의 왕자와 사랑에 빠진 인간남자의 좌충우돌 러브스토리! 러브 인더헬!",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=rkpvW/hy41KKkYQE/SZsmBCzvkf68smelUR0sp1&filename=th2,https://page.kakao.com/home?seriesId=52216526
1633,누라리횬의 손자,시이바시 히로시,시이바시 히로시,소년만화,"인간과 요괴의 혼혈인 리쿠오는 요괴 총대장인 누라리횬을 할아버지로 둔 덕분에 어릴 때부터 요괴들에게 둘러싸여 자랐다. 총대장의 자리를 사양하고픈 리쿠오지만, 그의 몸 속에 흐르는 요괴의 피가 밤마다 그를 요괴로 변신하게 만드는데…?! NURARIHYON NO MAGO   2008 by Hiroshi Shiibashi/SHUEISHA Inc.",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=xCapI/hynaAjgiFC/eTPamtrJkw4Y22eKvmr3Pk&filename=th2,https://page.kakao.com/home?seriesId=54295040
1634,엔젤파이브,야맹장,야맹장,"액션, 무협","경기 전 지역 짱이 되기 위해 야망을 품은 류중구!!
과거의 실수로 안양으로 올라와 조용히 묻혀 사는 임시우!!
안양 5개 학교가 연합해 뭉친 짱들!!!
안양을 지키려는 엔젤 파이브!!!",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=b0qfDT/hyATw9yA1f/zb9d8Vmd0e2xawZ0bfdJk0&filename=th2,https://page.kakao.com/home?seriesId=53983484
1635,우리 숨이 닿을 17시간,YEMMINE,YEMMINE,"BL, GL",어릴 적 량은 괴롭힘을 당하다 죽을 뻔한 걸 같은 학교의 여자 아이인 지원이 도와줘서 살아난다. 성인이 된 이후에 교사가 되면서 지원을 만나지만 지원은 여자가 아닌 남자였는데... 좋아하지만 좋아하지 않아! 인정할 수 없는 이 마음은 도대체 뭐지?! 츤츤츤츤데레의 정석 <우리 숨이 닿을 17시간>,카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=QEula/hy41Nnhn6Y/lxHdPLxdAlWnonhksTFuz0&filename=th2,https://page.kakao.com/home?seriesId=53099084
1636,와일드 시티,쿤,쿤,"BL, GL","모든 게 거짓인 세상에서
사랑을 찾는 외로운 늑대의 이야기.",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=S0llZ/hyZ8AZ7vND/WCHNAdLimtcs6XzsUsFvKK&filename=th2,https://page.kakao.com/home?seriesId=56930687
1637,해동고 짱짱맨 시즌1,최병열,최병열,"액션, 무협","꿈도 희망도 없는 이판사판 청춘, 강태풍! 하지만 이 동네 최고의 주먹 짱은 자신이라는 
자부심 하나만으로 살아가고 있다. 어느 날 갑자기 닥쳐온 시련 앞에 흔들리는 청춘을 다시 한 번 그 주먹 하나에 걸어보고자 하는데… 본격 정통학원액션 성장드라마, 해동고 짱짱맨!",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=cGEZkJ/hyZ8yuCc2W/AUCtsQsV7pRpHzJ8HPTg5k&filename=th2,https://page.kakao.com/home?seriesId=46879574
1638,아만자,김보통,김보통,드라마만화,"'부모님과 남동생, 그리고 2년 사귄 여자친구, 평범한 스물여섯의 가을, 나는 암에 걸렸고 기적을 바라게 됐다. '",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=xZycY/hyfMDIqJ3e/9WbDqxUzx6BKkjd4jkoelK&filename=th2,https://page.kakao.com/home?seriesId=55443356
1639,키덜틱 쇼타임,알그,알그,소년만화,"마법소년의 뒷모습을 가진 청년백수 이야기.
누구나 마음속에 소년소녀 한명씩은 있잖아요?",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=EOvEr/hyCvj1XeHZ/PfofadsVrBjrIfyupIkIAK&filename=th2,https://page.kakao.com/home?seriesId=55096602
1640,그가 있는 집,유하진,유하진,"BL, GL","학비를 위해 애인대행 아르바이트를 하고 있는
가난한 대학생 이강유.
어느 날 남자에게 애인 대행 의뢰가 들어온다.
신변의 위협(?)을 걱정하면서
막상 만나본 그는…?
26세의 봄. 
인생을 뒤바꿀 뜻밖의 인연.",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=j7dvl/hyF24m0Kz7/K13TSszkek1l0cXO1T48HK&filename=th2,https://page.kakao.com/home?seriesId=51173813
1641,식물인간,진아,진아,소년만화,"거대 희귀식물 ‘Z’로 인해 전 세계에 퍼진 재앙, ‘식물인간’. 몸에서 돌연 식물이 자라나고, 이내 격심한 통증과 함께 몸이 굳으며 죽어가는 질병에 고통받는 사람들. 이들 앞에 식물학자 ‘한’과 그의 조수 팀이 나타나 구원의 손을 뻗는다.

‘식물인간’을 치료하기 위해 세계를 떠도는,
기묘하고도 아름다운 힐링 판타지.",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=canV5l/hy41K41Miv/WhcGjy1iQMww7PjFBNmJ5k&filename=th2,https://page.kakao.com/home?seriesId=53963066
1642,제네틱 코드,가온,가온,"BL, GL","뱀파이어와 인간이 공존하는 세계.
평범한 인간 이안은 인간의 피를 마시는
뱀파이어를 끔찍하다고 생각하지만
높은 알바비에 혹해 뱀파이어에게
피를 제공하는 아르바이트를 하게 된다.
이안이 갖고 있던 편견과는 달리
무척 신사적이고 아름다운 고용주 레이먼드.
보통 인간과 별 다를 바 없는 모습에 이안은
점점 레이먼드를 이해하고 끌리게 되는데...",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=dYCk6/hyF26qAgoL/0THB88NRcnRflkKL0fXqNK&filename=th2,https://page.kakao.com/home?seriesId=55516406
1643,천면남친,MEOW,MEOW,"BL, GL","노을은 부유한 집안에서 자란 착하고 순수한 여성이다.
그녀에겐 3년간 교제한 남자친구 류준희가 있다.
어느 날, 남친의 과거에 대한 놀라운 사실을 알게 되는데,
그가 바로 BL영화의 레전드 남주였던 것!
류준희는 상대가 남자든 여자든 가리지 않는다.
그의 바람끼로 인해 상처를 받은 노을은 LA로 떠나버리고,
류준희는 자신에게 감정결핍이라는 장애가 있는 것을 알게 된다.
그는 자신을 떠난 노을의 마음을 돌리기 위해 새로운 길을 선택하게 되는데....",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=HnX6I/hyCvhJA2Zs/FKYsgRByknybyXcKjfkQE1&filename=th2,https://page.kakao.com/home?seriesId=53816558
1644,꽃을 너에게[BL],호랑이연고,담,"BL, GL","※꽃을 너에게(개정판)입니다.

스토커를 사랑한 스타. 그리고 형을 잃은 동생.

3년 전 돌연 잠적했던 스타배우 유리의 컴백 날, 그에게 배달된 꽃바구니와 의문의 편지. 
유리는 그 편지를 보고 허겁지겁 나갔다가 칼에 찔린다. 
범인은 택배를 가장한 스토커. 그는 누구인가? 유리는 왜 그를 그토록 애타게 찾는가? 
그리고 컴백한 유리의 새 매니저 현이 조금씩 유리의 일상을 파고드는데… 
화려한 연예계를 무대로 펼쳐지는 결핍된 이들의 일그러진 사랑이야기.",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=bQbeUj/hzacdUVHM9/V7cNLJXvsXk3iGQreYzrB0&filename=th2,https://page.kakao.com/home?seriesId=52972061
1645,히로이나,정석현,정석현,"액션, 무협","영웅 히로이나를 동경하던 사파나는 알 수 없는 빛무리에 휩싸여 히로이나의 모습으로 변신할 수 있게 된다.
동경하던 그 모습으로 사람들을 도와주며 진짜 영웅이 되어가는 사파나의 이야기!",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=b00pKA/hyF274LVAd/qkkhotcCXrsJYRgbvyhuu0&filename=th2,https://page.kakao.com/home?seriesId=54296895
1646,왕자님을 인터뷰하는 법,원재,원재,로맨스,"[사랑해 마지않는 나의 왕자님 키알. 그는 갇혀있다, 모니터 속에···]

연예부 기자로 일하던 송이지는 어느날 자신의 최애캐 키알과 똑닮은 사람을 마주치게 된다.
그는 바로 아이돌 그룹 프라이드의 멤버인 한비언. 
인터뷰로 인해 한비언과 인연을 맺은 송이지는 한비언의 춤을 보고 자신의 소설 소재로 삼을 생각을 하게 된다. 
발레 선생님인 김현정의 행방을 찾기 위해 아이돌이 된 한비언은 송이지의 선생님을 찾아주겠다는 말에 자신을 소재로 소설을 쓰는 것을 허락하게 된다.",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=c0eMtL/hyLi8daYJr/RAM5XAVMPF0dBSPNEwmgHk&filename=th2,https://page.kakao.com/home?seriesId=56015752
1647,정략 결혼은 싫어!,조희,조희,로맨스,"어렸을 때 사고로 말을 하지 못하는 박시은, 정략결혼을 준비하던 언니가 갑자기 사라지고, 언니 대신 약혼식을 하게 된다. 
집안에서는 언니인 척 약혼식을 진행하려 하지만, 결국 약혼남인 김준민에게 들킨다.
파혼할 줄 알았던 김준민은 둘의 결혼을 반대하는 부모님께 오히려 박시은과 결혼할 거라고 선언하는데… 
말을 못 하는 시은이 점점 신경 쓰이는 준민, 과연 둘은 평범한 연애를 할 수 있을까?",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=ou2by/hyCvh3wgD8/Lp9xK3kuwE1h1KIapaHQ91&filename=th2,https://page.kakao.com/home?seriesId=51583403
1648,민트 러브,화화,화화,로맨스,"예민한 소녀 유미가 고향으로 돌아가면서 일어나는 러브 스토리

창밖으로부터 익숙한 바다향기가 느껴진다……
유미는 이번 여름 그녀가 좋아하지 않는 고향으로 돌아가야만 했다. 
그 곳엔 별로 즐겁지 않은 기억들이 그녀를 괴롭히고 있다.
유미는 자기를 좋아하지 않는 그곳의 친구들을 만나고 싶지 않았다. 그리고 그 조차도… 

하지만 고향의 하늘은 푸르고 바닷물은 맑았고
애틋한 감정도 바닷바람을 맞으며 피어나고 있다. 

많은 일들은 말로 설명할 필요가 없다, 그냥 시간에 맡기면 스스로 자라날 것이다. 
그녀의 고향집 뒤뜰에서 자라고 있는 민트 나무처럼……",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=bf05Fr/hyATsNhiKV/28AGGNloVkKOOjhu8kwCC0&filename=th2,https://page.kakao.com/home?seriesId=49189684
1649,사랑하게 될 거야 [BL],사담,사담,"BL, GL","어느날 선우 앞에 나타난 사람은 신령님?!
그런 그가 그 예쁜 얼굴을 이용해
선우 자신도 모르는 기억을 되찾아주겠다며 무작정 집으로 쳐들어왔다!
다시 태어난다고 해도, 몇 번의 생을 살더라도
＂사랑하게 될 거야!＂",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=oP5yd/hyF29u5tbH/MX5XK1WXwhnkisO4c1Nx8k&filename=th2,https://page.kakao.com/home?seriesId=55810491
1650,육궁에 부는 바람,다미,목효,"로맨스, 판타지","나에겐 너 하나뿐이었는데,
그마저도 거짓이었어? 이 천벌 받을 놈!!

단 하나 소중했던 약혼자마저 이복여동생에게 빼앗긴 류려아는 그대로 과거 시대로 넘어가게 되었다. 
그런데 넘어간 과거 시대에도 똑같이 이복 여동생인 류소이에게 모든 것을 빼앗긴 상태라고?

이제 더는 네 술수에 놀아나지 않을 거야!

류려아는 더이상 멍청하게 당하고 있지만은 않겠다 다짐하며 유약했던 자신을 벗어던지며, 새로이 비상한다.
과거로 넘어간 려아는 이번에야말로 보란듯이 행복해질 수 있을까?",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=SCioJ/hyLjgn7InX/a70DCp4EyJM44W2YpPEgoK&filename=th2,https://page.kakao.com/home?seriesId=56037859
1651,포기하는 연애,사슴고래,해연,"BL, GL","그의 연인이 처음부터 만나지 못했더라면...
거기에 응답하듯 두 사람이 만나지 않은 과거로 돌아간 하재.
길었던 짝사랑을 끝내기 위해 움직이기 시작하는데...",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=bHl34v/hzacgjSz0b/p5EF7nB38b23FLB6kmKPI1&filename=th2,https://page.kakao.com/home?seriesId=51693163
1652,너와 사는 그 집,이진하,진종경,로맨스,"사계절 셰어하우스에서 펼쳐지는 두근두근 이중계약 로맨스  


사계절 셰어하우스의 주인집 딸이자 백수인 구하나. 
어느 날 부모님은 하나에게 1년간 셰어하우스 관리를 맡기고 해외여행을 떠나버렸다.
매달 들어올 월세를 어떻게 사용할지 행복에 잠긴 것도 잠시…
부모님이 셰어하우스 사람들의 월세를 미리 받아 여행을 떠나버렸단다. 
하나는 부모님이 쓰던 방을 월세로 내놓기로 결심하고 새로운 입주자를 맞이한다.
그런데… 입주자가 왜 두 명이지?!!
한 명은 분명 하나가 직접 계약한 사람인데… 다른 한 사람은 누구…?",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=bi6gDh/hyCve0yxk9/sQc5KScOyF1O8Pp5MwqkxK&filename=th2,https://page.kakao.com/home?seriesId=54626617
1653,어비스 : 스핀오프,재현,다영,로맨스,"어비스 : 스핀오프 - 디 어나더 유니버스

박보영, 안효섭 주연의 tvN 드라마 <어비스>를 웹툰으로 
과감하게 재구성한 스핀오프 기획작! 

드라마보다 먼저 만화로 만나요:) 

어느 날 나는 우주선에 치여 죽었다?! (실화?!) 깨어나 보니 미소년으로 부활?! 

“영혼소생구슬 어비스가 날 살렸다고?!” 
이 모든 게 음주 외계인의 무단 워프 때문이라는데?! 

십 수년째 저스트 프렌즈! 차민과 세연! 
미소년과 평범녀로 반전 부활★

두 사람의 일상을 방문한 음주 외계인! 연쇄 살인마!
그리고 영혼소생구슬! 어비스! 

뭘 좋아할지 모르겠지만, 준비는 다 됐다!  
달콤 살벌+궁상+SF+스릴러+판타지+로맨스 START♡

카카오 페이지 매주 화요일 연재!",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=cb7f0y/hyATyfi4WG/bcc8lc9uCeWhgQTv810qZk&filename=th2,https://page.kakao.com/home?seriesId=52753871
1654,"인사하고, 키스",KAGA Yakko,KAGA Yakko,로맨스,"중학교 때부터 6년 동안 궁도에 힘을 쏟아온 안.
하지만 아무런 성과도 없이 고등학교 마지막 여름대회가 끝나고 만다. 착잡한 마음을 품고 은퇴를 결심한 안은 재능이 넘치는 후배, 미카미 요우타에게 부장 자리를 물려준다. 하지만 미카미는 뜻밖의 말로 안을 뒤흔드는데….    Yakko KAGA/SHOGAKUKAN",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=td2E7/hySXG7eaAp/w3mglUek8M9Koh4oNc7qzK&filename=th2,https://page.kakao.com/home?seriesId=48980695
1655,아이엠,팀 하기밍,팀 하기밍,"BL, GL","안드로이드 로봇 ‘아이’와 평범한 백수 ‘시윤’의 별난 동거. 사사건건 사고를 일으키는 아이지만, 조금씩 나타나는 사람다운 모습에 시윤이는 점차 빠져들게 되는데...?!",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=AWpgq/hyCRdUhuau/8IqkTlekxhgMfofp8aLlkk&filename=th2,https://page.kakao.com/home?seriesId=54918683
1656,수신의 신부,TOMA Rei,TOMA Rei,로맨스,"평화로운 일상이 급변, 느닷없이 이세계로 빨려 들어온 아사히. 마을 호족의 아들 스바루의 도움을 받지만, 스바루의 모친에 의해 수신에게 바치는 산 제물로 호수에 가라앉고 만다…. 무자비한 수신의 아내가 될 것을 강요당한 아사히는?! 한편, 어리석은 인간을 싫어하는 데다 냉혹하기 그지없는 수신에게 지금까지 품어본 적 없는 자비의 마음이 싹트기 시작하는데… 본격 낭만 판타지 개막!",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=TOaa3/hyEdf4T5cS/sIhS98GMVcmvqxvqQQeA7k&filename=th2,https://page.kakao.com/home?seriesId=51459702
1657,신림과 봉천 사이 [완결],AJS,AJS,"BL, GL","띵동~! 25살 생일날, 마법사협회에서 발송된 SMS―

「귀하는 동정을 소중히 지켰기에 한 가지 능력을 쓸 수 있는 특별한 능력에 당첨되셨습니다!」

상대가 누구든 7일간 자신을 사랑하게 만들 수 있는 신림.
그리고 국가대표 유도선수가 되기 위해 신림의 마법이 꼭 필요한 도원.

마법…? 아니면 진짜로 fall in love? 알쏭달쏭한 이 거래의 결말은?
ⓒ2016 AJS / HEADPLAY ALL RIGHTS RESERVED.",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=UdwsC/hzacchp1a4/3x7muAWjIguO1d3kUASz61&filename=th2,https://page.kakao.com/home?seriesId=49101609
1658,폴 인 러브[BL],데어,데어,"BL, GL","*본 작품은 19세 관람가 작품을 15세 이용등급에 맞게 개정한 작품입니다.

부동산 사기를 당한 윤찬은 한 때 친구였지만 이젠 사이가 멀어진 수형의 집에서 살게 된다.
윤찬은 다시 예전으로 돌아가고자 노력했지만
받아들여 주지 않는 수형으로 인해 둘은 매일매일이 전쟁이다.

서로에게 으르렁 거리기 바쁜 둘이 세상 다정해지는 순간은
바로 게이들의 데이팅 앱인 〈폴 인 러브〉에서 만난 상대와 대화를 할 때뿐!
상대방이 서로인 줄은 꿈에도 모른 채 썸을 시작한 두 사람.

현실에서는 우당탕탕, 못잡아먹어 안달인 사이,
가상에서는 알콩달콩, 다주고싶어 안달인 연인?

현실과 가상을 넘나드는 사랑 이야기가 지금 시작됩니다!",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=Mxjpw/hyCvmR046m/O2GWnECeo8GCKK9zkv5jJk&filename=th2,https://page.kakao.com/home?seriesId=54975207
1659,귀하신 님,최환성,최환성,소년만화,"전래 동화와 현실을 넘나드는 발칙한 상상. 21세기 도깨비방망이!
권선징악으로만 끝나는 전래동화, 그러나 만약 그 뒷이야기가 있다면 어떠할까?

개암 열매를 물어 겁 많은 도깨비들을 줄행랑치게 만든 총각은
도깨비방망이를 손에 넣어 엄청난 부자가 된다.
그는 자손 대대로 재산을 물려주고 21세기 현재, 그의 후손들은 세계적인 영향력을 가진 국내 최고 최대의 기업을 세우게 된다.

그리고 회장의 손녀, 세주. 미모, 재력, 영특한 머리까지 무엇 하나 모자란 것이 없는 그녀이지만 세주에게는 남모를 비밀이 한 가지 있다.
바로 귀신을 볼 수 있는 것!.

그러던 어느 날.. 그녀의 앞에 낯선 남자가 한 명 나타난다. 어딘가 스산하고 행색이 수상쩍은 그.
그의 정체는 나무꾼에게 방망이를 빼앗겼던 전설의 도깨비?",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=bZOBQC/hyZ8y2txJa/vvn2h9DQdIvAgbKWCR71Q0&filename=th2,https://page.kakao.com/home?seriesId=46722325
1660,인현왕후의 남자,"유경,송재정",주전,로맨스,"사랑이 이뤄지고 연인이 된 1년 후, 희진과 붕도는 약속했던 피렌체 여행을 가지 못했다. 희진이 라이징 스타로 떠버리는 바람에 정신없이 바빠졌기 때문이다. 그런 희진에게 마음을 전하기 위해 프러포즈를 준비하던 찰나, 붕도는 차 사고로 기억을 잃고 말았다. 깨어난 붕도는  자신이 살던 곳으로 돌아가겠다는 가슴 철렁한  말을 남기고, ‘부적’을 사용해 과거로 돌아가버리는데...

'본 작품은 드라마 <인현왕후의 남자>와 다른 가상의 국가인 영나라에서 벌어지는 이야기로써 감상하시는데 혼동 없으시길 바랍니다.'",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=8DaLh/hyF26j553d/mCC7xPtOEoiRa3nto4YtF1&filename=th2,https://page.kakao.com/home?seriesId=55705744
1661,Love & Kiss,야마다 야나,야마다 야나,"로맨스, 판타지",최고 순진녀와 최고 날라리의 심쿵 달콤 로맨스! 당신에게는 당신만의 '특별'한 누군가가 있나요?,카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=SFBNJ/hyCvi87qgG/xwgnfuMlEllTnkLbrtY8F1&filename=th2,https://page.kakao.com/home?seriesId=53506100
1662,에이리언 아이돌,지애,지애,드라마만화,"[상처받은 우리의 마음을 보듬어 줄 특별한 아이돌]
행성 '라마'의 폭발로 갈 곳을 잃은 외계인들이 목숨을 걸고 지구로의 워프를 시도한다. 도착한 곳은 지구, 대한민국 서울의 연예기획사 사장의 집. SF마니아인 사장은 놓칠 수 없었다. 지구에서 끝장나게 잘 먹힐 꽃미모의 그들을....!",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=dMllO/hyATwomEF3/lmqGCgBtn6cRdOxSze1AMk&filename=th2,https://page.kakao.com/home?seriesId=52518151
1663,박인권 액션 특집 시즌2,박인권,박인권,"액션, 무협","[특별기획] 액션이란 바로 이런 것이다!
원조 액션, 박인권 작가가 그려내는 액션의 참맛! 두번째 시즌!
(본 작품은 전연령으로 개정된 개정판으로, 일부 삭제되거나 편집된 부분이 존재합니다)


※수록작품
1. 죽기아니면 까무러치기[개정판]
2. 지명수배
3. 비수
4. 건달",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=UDnz3/hyEdjexgGQ/FOmRna1RueKJPgCGk3OrYK&filename=th2,https://page.kakao.com/home?seriesId=55127875
1664,공포의 외인구단,이현세,이현세,"액션, 무협","까치와 엄지는 어린 시절부터 함께 지내온 친구. 남몰래 엄지에 대한 짝사랑을 키워가던 까치는 엄지의 권유로 인해 야구를 시작하게 된다. 오직 엄지만을 위하여 살아가는 까치. 하지만 재력과 운동능력, 권력까지 가지고 있는 마동탁이 등장하게 되면서 까치와 엄지의 미래는 엇갈리기 시작한다. 평생의 라이벌 마동탁과의 승부를 위해, 그리고 자신에게 주어진 능력을 증명해 보이기 위해 까치는 본격적으로 야구에 몰입하게 된다. ⓒ이현세/학산문화사",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=7CruH/hyCReeIDCD/Zb643rQE90RAHjUBm4r0bK&filename=th2,https://page.kakao.com/home?seriesId=46532201
1665,끼리끼리,이주현,이주현,드라마만화,"한 시도 조용할 날 없는 고등학생들의 웃음 가득 일상 이야기!
서로가 잘났다고 말하지만 결국 다 거기서 거기인 친구들
오지라퍼 도지환과 민폐왕 민태준 그리고 그 친구들의 빵! 터지는 에피소드가
여러분의 지친 일상에 활력소가 되어드립니다!

아직은 철 없고 모르는 게 많지만
아무렴 어때요? 우리끼리 재밌으면 됐지!
 
이제부터 금요일은 이걸로 정했다! 끼리끼리 레츠기릿!",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=bZ8Y2Q/hyF3brUXuu/4CUbpzxkImzeztIQAZuprK&filename=th2,https://page.kakao.com/home?seriesId=52854521
1666,오! 나의 왕자님,우푸,우푸,"로맨스, 판타지","나라를, 아니 세상을 들썩이게 한 천재가 학교에 부임 해 왔다.
이 천재는 8개 국어를 손 하나 까딱 않고 마스터 했고,
고등학생 때 이미 사시까지 패스한
못 하는 거 하나 없는 먼치킨 중의 먼치킨이었다.

그러나 이 천재에게 딱 하나 없는 것은 바로 싸가지였다.

어느 날처럼 껄렁한 학생들과 어울려 놀다가 패싸움에 휘말리게 된다.
뒤에서 자신의 머리를 후려치는 야구 배트를 피하지 못하게 된다.

그리고 정신을 차리니 고대 이집트 도시 ‘바스티타’에 도착하게 되는데…",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=eC2vIv/hyQ9RwX9uL/xJhfrw3sWKqlrG50hzOKl1&filename=th2,https://page.kakao.com/home?seriesId=51914020
1667,유월의 연애,재재,유자임,로맨스,"[매월 1일,15일 UP]
오랜 시간 짝사랑한 선배 VS 신경에 거슬리는 연하남.
유월의 선택은?!

신문사 정치부 기자인 김유월은 국회의원 정치자금 비리를 취재하다 데스크에 막혀 신문사를 그만두고, 오랫동안 짝사랑해온 대학 선배 한정우가 팀장으로 일하는 영화사 휘슬에 취직한다. 그리고 촬영 현장에서 인기 배우인 윤태오와 만나게 되는데, 유월의 대하는 윤태오의 태도가 수상하기만 하다. 짝사랑했던 한정우와 같이 있는 시간이 늘어 행복한 유월에게 윤태오가 말도 안 되는 제안을 해오는데…!",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=yd8gh/hyCvfrX92p/usiUk318z8FF3AXMwOMB8k&filename=th2,https://page.kakao.com/home?seriesId=52730908
