,title,writer,illustrator,genre,story,age
361,지옥급식,둘기마요,둘기마요,"에피소드, 액션","힘의 논리로 지배되는 학교, 폭력에 노출된 학생과 방치하는 교사들... 그곳에 양아치를 싫어하는 전학생이 왔다!안전한 학교를 만들기 위한 전학생의 구조조정은 과연 성공할 수 있을까?",15세 이용가
362,최강부캐,직씨,직씨,"스토리, 액션","""새로운 나를 깨워라""체감형 VR MMORPG 게임 <에르고스피어 온라인>에서 ""힐러 셔틀""을 하던 고등학생 이오름은 어느날 자신이 남몰래 키워둔 최강의 부캐 ""어벤져""가 되어버리고 만다. 그리고 연이어 나타나는 몬스터들과 각종 퀘스트들. 이오름은 모든 위기를 이겨내고 새로운 내가 될 수 있을까. 본격 부캐 활극 현대 판타지.",15세 이용가
363,웰캄투실버라이프,솔녀,솔녀,"에피소드, 일상","보고만 있어도 힐링되는 할아버지, 할머니와의 일상! 라떼는 말이야~ 금지!! 황혼 청춘의 본격 소통 이야기",전체연령가
364,공유몽,주신,유령선,"스토리, 판타지",자각몽을 뛰어넘은 또 다른 꿈의 세계가 있다면?꿈을 빼앗긴 자들이 모이는 곳,전체연령가
365,왕년엔 용사님,고샤,솔렘,"스토리, 판타지","동네 슈퍼 아줌마 '명옥'에게어딘가 낯익은 불청객이 찾아온다.""뭐?! 마왕을 봉인해달라니, 난 올해로 49살이라고!!""2019 최강자전 대상 수상작!",전체연령가
366,메트로헌터,두엽,척준경,"스토리, 판타지",대한민국의 수도인 서울.지하철역 곳곳에서 정체를 알 수 없는 몬스터들이 나타났다.하지만 걱정하지 마라 이 위기에서 당신을 구원해 줄해결사들이 있으니까.우리는 그들을 ‘메트로 헌터’라고 부른다!,전체연령가
367,단편.zip,웹툰작가,웹툰작가,"옴니버스, 드라마","짧고 강렬하고 신선한 단편 모음zip.장르, 소재, 설정, 길이 제한 없음!매주 새로운 단편들이 공개된다!",전체연령가
368,감 비서가 고장났다,파란드,퀀퀀,"스토리, 로맨스","언제나와 같은 야근길, 붕어빵 사고 남은 돈으로 지른 로또에 무려 1등으로 당첨된 ‘유은’.워라밸 없기로 악명높은 사장 ‘도혁’의 비서 일부터 당장 때려치우려 했지만… “제가 요즘… 감 비서 생각으로 머릿속이 가득 차 있거든요.”사장님이 고장났… 아니, 밑도 끝도 없이 말랑말랑해졌다?이제 와서 사람 흉내내도 소용없다며 밀어내려해도, 미남계를 곁들인 콤보 공격에 점점 흔들리는 유은. 그녀는 알까, 도혁도 똑같은 생각을 하고 있다는 것을.‘감 비서가 고장났다. 반드시 원래대로 고쳐놓고 말겠어.’",12세 이용가
369,홍대 바이브,내먼,내먼,"스토리, 드라마","헤어 디자이너, 카페 사장, 프리스타일 자전거 선수.직업도 외모도 취향도 다양한 이들이 모인 곳은 바로 홍대!가슴 뛰는 일을 찾아 스스로 길을 만든 청춘들이 이곳에 모였다.누구나 한번쯤 길을 잃고 막다른 길에 가기도 한다. 하지만 막다른 길조차 우리들의 목적지를 찾아가는 과정일 뿐!",전체연령가
370,남자주인공의 여자사람친구입니다,류희온,카콘,"스토리, 로맨스",어느 날 눈을 떠보니 소설 속 악녀로 환생 해버렸다…?!살기 위해서는 남자 주인공을 피해야만 한다!,전체연령가
371,스트릿 워크아웃,장부규,장부규,"스토리, 스포츠",한 때는 세계 최고의 비보이라는 꿈을 좇았지만 사고로 인해 꿈과 희망을 모두 잃어버린 고등학생 백동희. 어느 날 우연히 맨몸 운동 소녀 권지니를 만나고 멈춰있던 그의 인생이 다시 움직이기 시작한다.,전체연령가
372,남편을 만렙으로 키우려 합니다,누오바,컬린,"스토리, 로맨스","무심한 남편 때문에 외롭게 삶을 마감한 앰버. 회귀하여 결혼 첫날밤으로 돌아온다…! 전생을 되풀이하지 않기 위해 가난한 공작가를 부흥시키고, 남편과 깔끔하게 헤어지려 하는데… ""부인이 내키시는 대로 저를 대해주십시오."" 180도 달라진 남편의 모습에 당황스럽다!",12세 이용가
373,왕세자 입학도,무번,무번,"스토리, 드라마","조선 후기, 성균관에 자그마한 신참이 들어온다! 모종의 이유로 정체를 숨기고 성균관 유생이 된 왕세자가 보고 겪는 체험! 민중의 현장!",전체연령가
374,군주,박산하,박산하,"스토리, 스포츠",천식 환자 '제갈길'은 종합격투기(MMA) 선수였던 형의 원한을 갚기 위해 필사적으로 MMA를 배운다.MMA 카이저 헤비급 세계챔피언 '라이버다크게세이라'에게 도전하기 위해무수한 강자들과 싸우며 꺾어 가는 전투과정이 펼쳐진다.,15세 이용가
375,사서고생!,몽실,몽실,"에피소드, 드라마","이름 안은수, 나이 23세, 대기업 고졸 정규직, 4년차 직장인.재미는 없어도 무소식이 희소식인 법. 이대로만 살면 더 바랄 게 없는 일상이었지만 주변 상황들은 그런 은수를 가만히 내버려두지 않고..사서 고생, 살아서 고생! 제대로된 어른이 되고 싶은 애어른 안은수의 청춘성장드라마!",전체연령가
376,같은 학교 친구,유유,유유,"스토리, 로맨스",항상 바른 자세를 하는 같은 반 친구 겨울이.요한이는 그런 겨울이가 왠지 신경 쓰인다. 그때 마침 짝이 된 두 사람. 가까워진 자리만큼 마음의 거리가 좁혀져 간다.두근대는 심장 소리.피어오르는 얼굴의 이 열기를 뭐라고 부르면 좋은 걸까?어쩔 줄 모르는 소년소녀의 첫사랑 이야기.,전체연령가
377,중매쟁이 아가 황녀님,지미신,박카린,"스토리, 로맨스","피폐 소설 속 아가 황녀로 환생하게 된 주인공은,자신을 키우면서 고생하는 이모를 위해 폭군 남주인 삼촌이 있는 궁으로 들어설 결심을 한다.그런데 실제로 만난 삼촌은, 그저 애정결핍이 쪼~끔 있어보일 뿐인데..?이모도 사랑하고 삼촌도 사랑하는, 아가 황녀님의 러블리 중매 소동",전체연령가
378,팔려 온 신부,지기,지기,"스토리, 로맨스","고군분투 성장 사극 로맨스!“오백 냥, 그 돈의 값어치를 다할 때까지 그대는 내 신부다.”조선 최대 화룡 상단의 대행수 최태웅. 세상의 모든 걸 돈으로 사고팔던 그가 과연 신부까지 돈으로 살 수 있을까?",12세 이용가
379,율리,돌배,돌배,"스토리, 드라마",신의 사원의 대도서관 관장인 쿠무치는 한 노예시장에서 율리라는 이름의 아이를 데려온다. 사원의 일꾼 대신 율리에게 맡겨진 임무는 이웃나라로 함께 가서 사원의 지도자인 '하늘스승'의 후계자를 찾아 데려오는 것이다. 쿠무치와 율리는 신의 사원을 나와 동쪽으로 떠나는 먼 길을 떠난다. 두 사람은 여행길에 여러 다양한 사람들을 만나고 여러 나라를 거쳐 여행한다. 그리고 그들은 드디어 찾고 있었던 '작은하늘스승'을 만나게 된다.,전체연령가
380,압락사스,247,247,"스토리, 스릴러",사이비 종교가 장악한 지역. 그곳에선 무자비한 살인마 황호인의 범죄와 함께 전염병까지 번져나간다.꼬일대로 꼬인 악의 연대기.,18세 이용가
381,키스 식스 센스,갓녀,조코봉,"스토리, 로맨스","키스하는 순간 미래가 보인다!키스하면 미래가 보이는 예술은 실수로 상사 차민후 팀장의 목에 키스를 한다.그 순간 예술은 미래에 차민후와 함께있는 자신의 모습을 보게 되는데……그런데 왜 하필 침대에서 뒹구는 모습인 거야?!썸은 커녕 언젠가 회사 그만 둘 때 꼭 뒷통수 한 대 후려치고 갈 생각이었는데…!어떻게든 끔찍한 미래가 현실이 되지 않게 열심히 부정해보지만이 남자, 자꾸만 나한테 다가온다!원수보다 못한 우리 사이, 진짜 로맨스가 있긴 한 거야?!아슬아슬, 화끈한 초감각 로맨스 <키스 식스 센스>.",15세 이용가
382,모두 너였다,이순기,오정호,"스토리, 로맨스","근 미래, 생체공학박사이자 클론 테스터 '유리'는 남편의 외도로 하루하루를 고통 속에 살고 있다.그러던 어느 날, 한달 후 폐기될 운명의 최신형 연애클론 '빅터'를 테스트하기 시작한다. 그녀는 어느샌가 빅터로부터 마음의 위안을 얻는 한편, 남편이 자신에게 저지른 끔찍한 일들을 깨닫게 되는데...!",12세 이용가
383,인간졸업,진자,정생,"스토리, 드라마",세상을 떠들썩하게 한 코딩 영재 소경민의 죽음. 하지만 석연찮다. 혹시 그가 죽지 않은 거라면...?!,전체연령가
384,청춘 블라썸,홍덕,NEMONE,"옴니버스, 로맨스",이제 막 청춘을 시작하고 있는 아이들.봄으로 가기 위한 그들의 성장통.,전체연령가
385,오늘부터 천생연분,노승아,달노도,"스토리, 로맨스",떠오르는 스타이자 오랜 소꿉친구인 ‘소다경’과 ‘지민우’스캔들에 휘말려 시작한 공개 ‘비즈니스 연애’가 급속도로 ‘결혼’까지 발전한다!하지만 일사천리로 진행된 이 결혼 어딘가 수상한데...?!,15세 이용가
386,도사 가온,김상민,김상민,"스토리, 판타지",도사가 되고픈 소년 가온과 무명도사의 도술액션 모험판타지!,전체연령가
387,"저무는 해, 시린 눈휴재",MURO,MURO,"스토리, 드라마",태양의 신 카리야의 가호를 받은 마녀 '힐데가르'.고향을 잃은 북부인 '에르킨'은 마녀를 쫓아 이름 없는 성으로 향한다.,전체연령가
388,더 나우,이니,이니,"스토리, 스릴러","10년 전의 순진한 나를 만났다.""내가 다 고쳐줄게, 우리 인생""과거 사건으로 인한 트라우마로 결국 28살에 스스로 죽음을 택한 '권지금'그러나 정신차려보니 끔찍한 '그 일'이 발생하기 직전인 10년 전 과거로 돌아와있고,열 살 어린 자기자신과 마주하게 되는데...그녀는 행복해질 수 있을까?",15세 이용가
389,좋은데 어떡해,여은,여은,"스토리, 로맨스","맘에 드는 사람이 생기면 일단 표현하고 직진하는 탓에짝남, 썸남에게 전부 차이기만 하고 연애를 좀처럼 시작할 수가 없는 정연우.그런데 갑자기 연우에게 남자들이 다가온다...?!중학교 동창 서지완, 같은 과 동기 권우주, 동아리 선배 강하경까지! 이번엔 연애를 시작할 수 있을까?",전체연령가
390,2-3승강장,김민찰스,김민찰스,"스토리, 스릴러",적당한 인싸 새내기 '강현수'는 지하철을 타고 가던 중 누군가로부터 협박 톡을 받는다.협박 톡을 보낸 범인은 강현수를 위협하며 여러 가지 지시를 내린다.강현수는 범인의 정체를 알아내려 노력하지만 예상은 모두 빗나간다.찾아낸 단서는 범인이 강현수를 '잘 알고 있는 사람'이라는 것뿐.상황은 걷잡을 수 없이 흘러가고 강현수는 결국 범인과 마주하게 된다.그리고 사건의 진상이 밝혀지는데..2-3 승강장에 탄 모두가 피해자며 가해자다.2020 지상최대공모전 대상 수상 작품!,15세 이용가
391,주욱 같은 하루,미티,민영,"스토리, 드라마","구남친과 절친의 배신에도 악착같이 인생을 살아온 '오내리'어느 날부터 매일 밤 12시가 지나면 아무도 그녀의 하루를 기억하지 못한다.하지만 1000일이 지난 끝에 그녀의 어제를 기억하는 웹툰작가 '지금일'이 나타나고,그녀는 쓰레기 같은 구남친 '현재승'에게 웹툰으로 복수하기로 하는데..",15세 이용가
392,"안녕, 이바다씨",문나영,문나영,"스토리, 로맨스",물이 무서운 여자와 물에 사는 남자의 청량미 넘치는 여름 로맨스!,전체연령가
393,후아유!,이범,이도윤,"스토리, 로맨스","매번 변하는 말투와 행동. 너, 대체 정체가 뭐야?",전체연령가
394,아가사,이다인,이다인,"스토리, 드라마","‘다만 너를 사랑한 것이 나의 죄였다...’그저 사랑하는 이와의 자유로운 일생을 꿈꾸었던 왕비 '아가사'.두 눈이 가려진 채 살아온 그녀 앞에, 은밀하게 감춰져 왔던 왕국의 비밀들이 드러나게 되는데... 어둠 속 마주한 진실의 끝자락.배신과 암투, 갈망과 사랑, 인간적인 고뇌와 선택... 과연 그녀는 무너지지 않고 여명의 끝자락을 붙잡을 수 있을까.",12세 이용가
395,손 잡아 볼래?,예타쿠,예타쿠,"스토리, 로맨스","지난 생각을 하면 이불을 뻥뻥차게 만드는 똥차같은 전 연인들!만약, 연인과의 사랑의 결말을 알 수 있으면 똥차는 거르고손쉽게 운명같은 사람을 알 수 있지 않을까?그 궁금증, 해결해드립니다.",전체연령가
396,광해의 연인휴재,유오디아,러시,"스토리, 로맨스","아빠를 구하기 위해 조선시대로 타임슬립 한 경민. 그리고 그곳에서 만난 광해군,400년의 시간을 뛰어넘은 특별한 사랑이야기",15세 이용가
397,"나를 길들여 봐, 차비서",글쓰는 귀신,홍주,"스토리, 로맨스","개망나니 재벌2세를 사람 만들면 3억을 받는다!뛰어난 외모와 우월한 피지컬을 가졌지만 망나니처럼 행동하는재벌2세 강주원을 간신히 사람 구실하게 만들어놨더니,나 좋다고 달려드니 이를 어째!돈만을 위해 악착같이 살아온 차영애는 3억과 사랑 사이에서갈피를 잡기 어렵다.",15세 이용가
398,아침을 지나 밤으로,손지은,손지은,"스토리, 판타지",'사과나무의 대가로 48일간 아이를 빌려가겠습니다'기묘한 편지와 함께 사라진 동생 녹스를 찾아 헤매는 마네의 모험을 그린 정통 판타지2019년 네이버웹툰 최강자전 2위 수상작!,전체연령가
399,먹지마세요,노도,비버,"스토리, 판타지",달콤한 복숭아 소년(?)요괴와 귀신들에게 쫓기다.,15세 이용가
400,숨겨진 성녀,연슬아,야마겟돈,"스토리, 로맨스","오래 전, 성녀를 사랑했던 성기사가 있었다. 사사로운 감정을 가지면 안 되는 성녀에게 해가 될까 그는 늘 한 발짝 떨어져서 성녀를 지켰다. 하지만 성녀는 결국 성기사의 품에서 최후를 맞이하고, 성기사는 비통하게 맹세했다. ‘제게 다음 생이 있다면, 그때는 당신을 성녀로 살게 하지 않겠습니다.’ 기나긴 300년의 시간이 흘러, 성녀는 다시태어났다. 이번 생에는 두사람의 염원이 이루어질 수 있을까?",전체연령가
401,밤을 깨우는 마법,외딴,외딴,"스토리, 판타지",해와 달이 사라져 영원한 밤에 갇힌 숲의 왕국 아르타. 마법 때문에 망한 왕국에서 하필 마법사로 태어난 루시는 도망치는 삶을 살아간다. 우연히 왕국 기사 하일에게 정체를 들키고 만 루시.이제 죽는 줄 알았는데... 되려 '공주를 구해달라'는 뜻밖의 제안을 받게 된다. 쓸모없다 여겨온 마법이 저주를 풀 열쇠가 될 수 있을까?,전체연령가
402,독립일기컷툰,자까,자까,"에피소드, 일상",처음으로 나만의 집이 생긴다면? 자까 작가의 나혼자 사는 이야기,전체연령가
403,무서운게 딱좋아!,이동규,이동규,"옴니버스, 스릴러","90년대 생이면 누구나 아는 추억의 공포 만화 <무서운게 딱좋아!>.당시의 독자들이 선정한 베스트 of 베스트 에피소드들을 모아,2021년 웹툰으로 돌아왔다!",전체연령가
404,싸움독학,박태준,김정현,"스토리, 액션",힘없고 가진거 하나 없이 맞고만 살던 나였는데...우연히 비밀의 뉴튜브를 발견하게 되고 갑자기 떼돈을 벌었다.,15세 이용가
405,수희0(tngmlek0),생일기분,생일기분,"스토리, 드라마","가난한 집안, 어려운 형편에도 굴하지 않고 꿋꿋이 살아 가는 회사원 조수희.우연한 계기로 인터넷 방송을 시작하게 된다.처음엔 별 생각 없이 시작했던 인터넷 방송이 점차 수희의 삶의 균형을 무너뜨리게 되는데...",12세 이용가
406,입학용병,YC,락현,"스토리, 액션","어린 시절 비행기 추락 사고의 유일한 생존자 유이진. 살아남기 위해 용병으로 살아가던 유이진은 10년 후, 가족이 있는 고향으로 돌아왔다.",12세 이용가
407,이번 생도 잘 부탁해,이혜,이혜,"스토리, 로맨스",19회차 인생 로맨스의 최대 라이벌은 18회차 때의 나?전생을 기억하는 여자의 저돌적 로맨스,전체연령가
408,열렙전사,김세훈,김세훈,"스토리, 판타지","'퀘스트를 클리어 하는 자, 모든 것을 얻을 것이다'현실 밖의 현실, 루시드 어드벤쳐 최강의 용사 '열렙전사'와 동료들이 벌이는 본격 RPG 어드벤쳐.",12세 이용가
409,약한영웅,서패스,김진석,"에피소드, 액션","선천적으로 약한 소년이두뇌와 도구, 심리를 이용하여 싸운다.이제 그의 또 다른 이름은 '은장백사'다.",15세 이용가
410,투신전생기,청담,청담,"스토리, 액션","인류 최강자의 회귀 액션 판타지.""역겨운 신들이 줬다고 해도 기회는 기회. 뒈지고 싶다는데 죽여 줘야지.""인류 최후의 생존자 제피르.  마신과의 고독한 싸움은 패배로 끝났으나, 신들이 준 기회로 10년 전으로 돌아왔다. 모든 것을 빼앗아갔던 마신과 인간을 구경거리 취급한 신들. 이번에는 내가 너희를 물어뜯겠다.",12세 이용가
411,어느날 갑자기 서울은,박창근,박창근,"스토리, 스릴러",'닿는 순간 먹이가 된다.' 어느 날 갑자기 서울을 덮친 끔찍한 변이 바이러스! 서울로 수학여행을 온 연우는 평소 짝사랑하던 같은 반 소연과 친해질 수 있다는 생각에 설렌다. 그때 서울 관광 중인 연우네 반 앞에 나타난 정체불명의 세포들. 접촉하면 감염자를 흉측한 모습으로 변이시켜버리는 세포들 때문에 연우와 같은 반 친구들의 수학 여행은 지옥으로 바뀌어버리는데...! 연우는 무사히 서울을 벗어날 수 있을까?,15세 이용가
412,닥터앤닥터 육아일기,닥터베르,닥터베르,"에피소드, 일상","산부인과 의사 엄마의 임신과 출산, 공학박사 아빠의 논문 기반 육아.완벽할 것만 같은 이들의 앞길은 과연 순탄할까?탄탄대로를 달리던 두 사람의 좌충우돌, 우여곡절 중구난방 육아 이야기!웃다 울고, 울다가 웃게 되는 최고의 항문용 발모제툰!",전체연령가
413,"곱게 키웠더니, 짐승",이른꽃,여슬기,"에피소드, 드라마","반쪽짜리 황녀 블론디나. 외로운 그녀의 유일한 친구는 귀여운 고양이...가 아니라, 만인이 두려워하는 흑표범 신수 에이몬!자신과 닮아 외로워 보이는 신수님을 치료해주고, 간식 주고, 곱게 키워줬더니...""그렇게 도망가면 사냥하고 싶어져."" 오히려 곱게 잡아먹히게 생겼다?!",12세 이용가
414,소녀재판,루즌아,보로콤,"스토리, 드라마",학교에서 아무것도 아니었던 소녀의 예측불허 재판이 시작된다!평범한 박가을은 소위 '잘나가는 그룹'에 속하는 한유현의 비밀스러운 사건을 목격하고이를 이용해 한유현을 협박해서 본인이 동경했던 그룹에 속하고 싶어하는데...,15세 이용가
415,천하제일인,권순규,신권이,"스토리, 액션","걸렸다하면 영혼까지 탈탈 털어 참교육 시켜주시는 화악골 심부름꾼, 소마.가공할 마령성의 위협으로부터 화악골을 지켜야 하는데...​지킬 수... 있을까??",전체연령가
416,오로지 너를 이기고 싶어,아마도지,사삭,"에피소드, 로맨스",태어나서 단 한번도 패배해본 적 없는 남주 '이기고'그런 이기고를 처음으로 패배하게 만든 여주 '오로지'과연 이 '내기'의 승자는 누가 될 것인가?,전체연령가
417,테러대부활,한동우,고진호,"스토리, 액션","드디어 테러맨과 부활남이 만났다. ‘파괴는 부활의 시작이다.’ 새로운 악의 등장으로 전세계가 위험에 빠진다. 불행을 보는 능력을 가진 민정우와 다시 살아나는 능력을 가진 석환, 두 히어로는 다른 선택을 하게 되는데..  과연 최후의 승자는? 한동우 X 고진호의 슈퍼스트링 첫 크로스오버 작품",15세 이용가
418,나만 보여!,LICO,LICO,"스토리, 드라마","학교 익명게시판이 나에게만 실명으로 보인다면?교내 익명 어플 ‘몰래몰래’에는 여러 가지 비밀들이 매일 익명으로 올라온다.10년째 소꿉친구인 '하영'을 짝사랑 중인 '민준'은 '몰래몰래' 다운로드 중 생긴 오류로 인해 익명 게시글들이 모두 실명으로 보이게 되고, '하영'의 남자친구인 '기주'가 바람피우고 있다는 충격적인 사실을 알게 되는데...",15세 이용가
419,경자 전성시대,김호드,김호드,"스토리, 개그","<연애의 정령> 김호드 작가 신작. 남들보다 강한 그녀, 육경자가 돌아왔다!!연인과 헤어지고 취업도 번번이 실패하며 힘든 하루를 보내던 경자는 '더 쉴드'라는 대기업으로부터 스카우트 제안을 받게 된다.학벌도 빽(?)도 없는 경자는 의아해하지만 따뜻하고 안락한 실내 사무직을 꿈꾸며 면접을 보러 가는데...회사도 직원들도 면접자들도 모두 심상치 않다?!",15세 이용가
420,살아남은 로맨스,이연,이연,"스토리, 판타지","로맨스 소설에 빙의해 행복한 삶을 살던 채린.그녀의 눈에 남자주인공인 '제하' 외에는 모두 검은색 그림자로밖에 보이지 않는다.그리고 갑자기 바뀐 소설의 장르. 살아남으려면 엑스트라들과 손을 잡아야 한다!!<화장 지워주는 남자> 이연 작가의 차기작, 세상에 이런 장르는 없었다!",15세 이용가
421,마법스크롤 상인 지오,엄재경,호패,"스토리, 판타지","마법사인 듯, 마법사 아닌마법사 같은 너! 오지오!",12세 이용가
422,내일,라마,라마,"옴니버스, 드라마","다 되는데 취업만은 안되는 취준생 최준웅(27세,남)우연한 사고로 저승독점기업 주마등의 저승차사들을 만나게되고 특별 위기관리팀의 계약직 막내로 일하며 위기에 처한 사람들을 돕게 되는데.",전체연령가
423,별이삼샵,혀노,혀노,"스토리, 드라마",ㄱ나니? 발신자 제한번호로 그녀에게 마음을 전했던 이야기. '남과여' 혀노 작가가 담아낸 촌스럽지만 풋풋했던 2000년대 그 시절.,15세 이용가
424,합격시켜주세용,이온,이온,"스토리, 판타지",천년째 용이 되려는 수험생 바리와전설의 과외선생 찬영이의 낙동강 용 합격 수기,전체연령가
425,사실 마법이었던 거임,박성현,박성현,"스토리, 개그",<사장님을 잠금해제> 박성현 작가의 예측불가 개그 신작!마술인 줄 알았는데 사실은 마법이었다!?마법사 <이스트 도널드 우르사우르스>는 인간계로 유배되어 '이도우'라는 이름으로 살아가고 있다. 고등학교를 무사히 졸업해야만 마법계로 돌아갈 수 있다는데..!도우는 평범한 학교생활을 하고 싶지만 주변에서 가만히 내버려 두질 않는다. 수많은 위기를 극복하고 다시 마법계로 돌아갈 수 있을까?,전체연령가
426,몸이 바뀌는 사정,윤달,달꽃,"스토리, 로맨스","황태자는 하룻밤을 보낸 여성과 몸이 바뀌는 저주를 받았고,나는 그 저주를 풀지 못해 멸문당하는 공작가의 딸이 되었다.​저주를 풀고자 무심한 그를 유혹해 하룻밤까지 보냈다.저주 해제약도 먹였겠다, 그에게 관심을 끊었는데……​설상가상 풀려야 할 저주는 풀리지 않고이젠 예고도 없이 수시로 몸이 바뀌게 되었다?​원래 몸으로 돌아가는 방법은 단 하나, 서로의 몸을 탐하는 것뿐.",15세 이용가
427,판사 이한영,문성호,전돌돌,"스토리, 드라마","법정 안에서 정의를 실현할 수 있다고 믿었던 판사 이한영은 상관의 명령을 따르지 않고 재벌에게  실형 선고를 내렸다가 살해당하고 만다. 하지만 어렸을 적 들었던 땡중의 헛소리 때문일까? 이한영은 모든 기억을 가지고 두 번째 삶의 기회를 얻는다. 오로지 정의밖에 모르는 사법부의 이단아 이한영, 세상이 그를 필요로 한다.",15세 이용가
428,위닝샷!,강견,시바견,"스토리, 스포츠",야구를 할 수 있는 조건이라면 팀의 패전조 역할도 마다하지 않는 투수 '안시윤'. 초라한 성적으로 중학교 선수 생활을 이어왔던 그는 상대팀의 포수 '백태오'와의 만남을 계기로 야구 인생이 송두리째 바뀌기 시작한다. 고교야구 정상에서 힘찬 위닝샷을 던지기 위한 뜨거운 청춘들의 이야기!,12세 이용가
429,가비지타임,2사장,2사장,"스토리, 스포츠",열혈따윈 개나 줘.낙오자들 뿐인 농구부의 운명은?,전체연령가
430,벚꽃이 흩날릴 무렵,황양,황양,"스토리, 드라마",살인미수 현장에서 체포된 범인. 범인은 고등학생이었다. 그 고등학생의 자백이 시작된다.,18세 이용가
431,AI가 세상을 지배한다면,POGO,HOOPA,"옴니버스, 판타지","한국은 최첨단 AI 개발에 성공한다. 그 후 100년, 세상은 AI를 지도자로 맞이한다. 기술 발전의 특이점이 온 세상. 삭막하고도, 기괴한 풍경을 그린 SF 옴니버스.",12세 이용가
432,로어 올림푸스,레이첼 스마이스,레이첼 스마이스,"스토리, 로맨스","어디서도 본 적 없는 신화 이야기, 풋내기 여신 페르세포네와 지하세계의 왕 하데스의 현대판 로맨스 판타지!글로벌 No.1 인기작 'Lore Olympus'를 한국어 버전으로 감상하세요.",15세 이용가
433,당신의 여자가 되고 싶어요,별규,팀아가페,"스토리, 로맨스","성하윤 마음 속 갖고싶은 남자 1위, 문신휘!다정하지만 연애에 있어서 만큼은 철벽남 신휘를 얻기 위한계략녀 하윤의 맹랑 발칙한 계획들이 펼쳐진다.생각은 짧게. 행동은 빠르게!철옹성을 함락하기 위한 고군분투 로맨스",12세 이용가
434,강남도깨비,이경민,송준혁,"스토리, 판타지","전세계 44명, 황금의 피를 가진 전교1등을 노리는 도깨비가 나타났다.지상 최대 공모전 최우수상 수상작!!",15세 이용가
435,천치전능,김칸비,송래현,"스토리, 드라마",학창 시절 매일 폭력 사건을 일으키던 문제아 김전지는 오토바이 사고로 다리를 다쳐 현역(?)에서 은퇴하고 훌륭한 사회부적응자로 살아가고 있다.그러던 어느 날 육교 위 거지 노인과 시비가 붙게 되어 거지 노인에게 행패를 부리고 마는데....그 노인이 하필이면 ‘신’?,12세 이용가
436,보통아이,까를로스,범스테드,"스토리, 스릴러","정의로운 경찰이자, 워킹맘으로 고군분투 홀로 아들 도연을 길러 낸 연희. 20살의 도연은 엄마의 바람처럼 착한 심성을 지닌 ‘보통 아이’로 성장했다. 그러나 행복한 두 사람의 삶에 연쇄살인의 어두운 그림자가 드리우기 시작하는데... 자신과 아들을 조여 오는 ‘그것’을 연희는 엄마로 맞이할 것인가? 경찰로 대항할 것인가.",15세 이용가
437,학교정벌,나락,지앤,"스토리, 판타지","학교는 공부하는 곳이 아니다.학생의 성적과 재능이 무기가 되고, 학교가 이동 요새가 되어 벌어지는 학교정벌!밑바닥 학교의 전교회장인 마파람이 보여주는 뜨거운 반란.",전체연령가
438,동생친구,님니,님니,"스토리, 로맨스","사고로 부모님이 돌아가신 후 고등학생인 남동생과 둘이 살고 있는 대학교 3학년 가은.아픔을 겉으로 티내지 않고 밝고 자신감 있게 살고 있다고 본인은 생각 중이다.딱 자기 취향이었던 남자 친구에게 차인 후 더 이상 연애를 하지 않겠다고 생각했지만,어릴 때부터 알고 지내던 아는 동생 도완, 동생의 반 반장 상우,알바 중인 미술학원 수강생 준과 엮이며별안간 연하남들의과 미묘한 분위기가 된다.동생 친구와 결혼하기로 했다며 친구들에게 청첩장을 건네는 가은. 과연 셋 중 누구와 결혼하게 될까...?",전체연령가
439,평행도시,고다,고다,"스토리, 판타지","날 찾아온 또 다른 나..?극악무도한 도플갱어의 습격,그리고 눈 앞에 펼쳐진 끔찍한 평행세계.다시 예전의 삶으로 돌아갈 수 있을까?",15세 이용가
440,아르세니아의 마법사,박성호,SAYM,"스토리, 판타지",평범한 고등학생에서 벗어나 레드 드래곤 레이어드에 의해 아르세니아 대륙으로 소환된 이결.집으로 가기 위해서는 마법사가 되어서 드래곤 하트 조각을 모아야만 한다!마법사가 되어버린 고등학생 이결은 새로운 동료들과 함께 아르세니아 대륙 모험을 시작한다!,12세 이용가
441,오늘도 기록생활,모죠,홍끼,"에피소드, 일상",본 컨텐츠는 네이버 블로그의 브랜드 웹툰으로모죠&홍끼 작가가 전하는 Lifelog.Blog 이야기 입니다. 기록이 쌓이면 무엇이 될까요? 블로그에 당신의 기록을 쌓아보세요!,전체연령가
442,보스의 노골적 취향,시크크,반지은,"스토리, 로맨스","인생에 취향 따윈 NO!외모, 재력, 능력, 치명적인 매력까지 갖춘 재벌남 권도혁은그를 완전히 무장해제시켜버리는 자유로운 싱어송라이터, 이은채를 만난다.사생활이 복잡한 아버지의 새로운 관심사가...이 여자라고?은채의 정체를 파헤치기 위한 도혁의 노골적인 계략이 시작된다!",15세 이용가
443,생존로그,이노,이노,"스토리, 액션",구독자 300만을 자랑하는 위투버 '쌈쏜'은 다섯 명의 BJ들과 함께 무인도 섬에서 방송을 시작한다.  그들은 보다 자극적인 컨텐츠에 욕심이 생겨 섬의 더 깊은 곳으로 들어가고 무인도인줄 알았던 그곳에는 언제 지어졌는지 알 수 없는 낡은 벙커가 있다.  호기심과 두려움이 공존하던 그 때 일행을 위협하는 '무언가'의 습격이 시작된다.,15세 이용가
